target,message,length,sentence,words,words_cleaned,stemmed_words,lemmatized_words
ham,can do lor ,3,['can do lor'],"[['can', 'do', 'lor']]","['can', 'do', 'lor']","['can', 'do', 'lor']","['can', 'do', 'lor']"
ham,dont put your phone on silent mode ok,7,['dont put your phone on silent mode ok'],"[['dont', 'put', 'your', 'phone', 'on', 'silent', 'mode', 'ok']]","['dont', 'put', 'your', 'phone', 'on', 'silent', 'mode', 'ok']","['dont', 'put', 'your', 'phone', 'on', 'silent', 'mode', 'ok']","['dont', 'put', 'your', 'phone', 'on', 'silent', 'mode', 'ok']"
ham,can i meet at 5 as 4 where depends on where wan 2 in lor ,15,['can i meet at 5 as 4 where depends on where wan 2 in lor'],"[['can', 'i', 'meet', 'at', '5', 'as', '4', 'where', 'depends', 'on', 'where', 'wan', '2', 'in', 'lor']]","['can', 'i', 'meet', 'at', '5', 'as', '4', 'where', 'depends', 'on', 'where', 'wan', '2', 'in', 'lor']","['can', 'i', 'meet', 'at', '5', 'as', '4', 'where', 'depend', 'on', 'where', 'wan', '2', 'in', 'lor']","['can', 'i', 'meet', 'at', '5', 'a', '4', 'where', 'depends', 'on', 'where', 'wan', '2', 'in', 'lor']"
ham,waiting 4 my tv show 2 start lor u leh still busy doing ur report ,15,['waiting 4 my tv show 2 start lor u leh still busy doing ur report'],"[['waiting', '4', 'my', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busy', 'doing', 'ur', 'report']]","['waiting', '4', 'my', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busy', 'doing', 'ur', 'report']","['wait', '4', 'my', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busi', 'do', 'ur', 'report']","['waiting', '4', 'my', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busy', 'doing', 'ur', 'report']"
ham,oh ho is this the first time u use these type of words,12,['oh ho is this the first time u use these type of words'],"[['oh', 'ho', 'is', 'this', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'words']]","['oh', 'ho', 'is', 'this', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'words']","['oh', 'ho', 'is', 'thi', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'word']","['oh', 'ho', 'is', 'this', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'word']"
ham,am i the only one who doesn t stalk profiles ,10,['am i the only one who doesn t stalk profiles'],"[['am', 'i', 'the', 'only', 'one', 'who', 'doesn', 't', 'stalk', 'profiles']]","['am', 'i', 'the', 'only', 'one', 'who', 'doesn', 't', 'stalk', 'profiles']","['am', 'i', 'the', 'onli', 'one', 'who', 'doesn', 't', 'stalk', 'profil']","['am', 'i', 'the', 'only', 'one', 'who', 'doesn', 't', 'stalk', 'profile']"
ham,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt ,30,['ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt'],"[['ever', 'green', 'quote', 'ever', 'told', 'by', 'jerry', 'in', 'cartoon', 'a', 'person', 'who', 'irritates', 'u', 'always', 'is', 'the', 'one', 'who', 'loves', 'u', 'vry', 'much', 'but', 'fails', 'to', 'express', 'it', 'gud', 'nyt']]","['ever', 'green', 'quote', 'ever', 'told', 'by', 'jerry', 'in', 'cartoon', 'a', 'person', 'who', 'irritates', 'u', 'always', 'is', 'the', 'one', 'who', 'loves', 'u', 'vry', 'much', 'but', 'fails', 'to', 'express', 'it', 'gud', 'nyt']","['ever', 'green', 'quot', 'ever', 'told', 'by', 'jerri', 'in', 'cartoon', 'a', 'person', 'who', 'irrit', 'u', 'alway', 'is', 'the', 'one', 'who', 'love', 'u', 'vri', 'much', 'but', 'fail', 'to', 'express', 'it', 'gud', 'nyt']","['ever', 'green', 'quote', 'ever', 'told', 'by', 'jerry', 'in', 'cartoon', 'a', 'person', 'who', 'irritates', 'u', 'always', 'is', 'the', 'one', 'who', 'love', 'u', 'vry', 'much', 'but', 'fails', 'to', 'express', 'it', 'gud', 'nyt']"
ham,yes i thought so thanks ,5,['yes i thought so thanks'],"[['yes', 'i', 'thought', 'so', 'thanks']]","['yes', 'i', 'thought', 'so', 'thanks']","['ye', 'i', 'thought', 'so', 'thank']","['yes', 'i', 'thought', 'so', 'thanks']"
ham,but if she s drinkin i m ok ,8,['but if she s drinkin i m ok'],"[['but', 'if', 'she', 's', 'drinkin', 'i', 'm', 'ok']]","['but', 'if', 'she', 's', 'drinkin', 'i', 'm', 'ok']","['but', 'if', 'she', 's', 'drinkin', 'i', 'm', 'ok']","['but', 'if', 'she', 's', 'drinkin', 'i', 'm', 'ok']"
ham,just wondering the others just took off,6,['just wondering the others just took off'],"[['just', 'wondering', 'the', 'others', 'just', 'took', 'off']]","['just', 'wondering', 'the', 'others', 'just', 'took', 'off']","['just', 'wonder', 'the', 'other', 'just', 'took', 'off']","['just', 'wondering', 'the', 'others', 'just', 'took', 'off']"
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,30,['night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng'],"[['night', 'has', 'ended', 'for', 'another', 'day', 'morning', 'has', 'come', 'in', 'a', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'rays', 'and', 'leaves', 'your', 'worries', 'at', 'the', 'blue', 'blue', 'bay', 'gud', 'mrng']]","['night', 'has', 'ended', 'for', 'another', 'day', 'morning', 'has', 'come', 'in', 'a', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'rays', 'and', 'leaves', 'your', 'worries', 'at', 'the', 'blue', 'blue', 'bay', 'gud', 'mrng']","['night', 'ha', 'end', 'for', 'anoth', 'day', 'morn', 'ha', 'come', 'in', 'a', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunni', 'ray', 'and', 'leav', 'your', 'worri', 'at', 'the', 'blue', 'blue', 'bay', 'gud', 'mrng']","['night', 'ha', 'ended', 'for', 'another', 'day', 'morning', 'ha', 'come', 'in', 'a', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'ray', 'and', 'leaf', 'your', 'worry', 'at', 'the', 'blue', 'blue', 'bay', 'gud', 'mrng']"
ham,what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already ,31,['what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already'],"[['what', 'do', 'you', 'do', 'my', 'dog', 'must', 'i', 'always', 'wait', 'till', 'the', 'end', 'of', 'your', 'day', 'to', 'have', 'word', 'from', 'you', 'did', 'you', 'run', 'out', 'of', 'time', 'on', 'your', 'cell', 'already']]","['what', 'do', 'you', 'do', 'my', 'dog', 'must', 'i', 'always', 'wait', 'till', 'the', 'end', 'of', 'your', 'day', 'to', 'have', 'word', 'from', 'you', 'did', 'you', 'run', 'out', 'of', 'time', 'on', 'your', 'cell', 'already']","['what', 'do', 'you', 'do', 'my', 'dog', 'must', 'i', 'alway', 'wait', 'till', 'the', 'end', 'of', 'your', 'day', 'to', 'have', 'word', 'from', 'you', 'did', 'you', 'run', 'out', 'of', 'time', 'on', 'your', 'cell', 'alreadi']","['what', 'do', 'you', 'do', 'my', 'dog', 'must', 'i', 'always', 'wait', 'till', 'the', 'end', 'of', 'your', 'day', 'to', 'have', 'word', 'from', 'you', 'did', 'you', 'run', 'out', 'of', 'time', 'on', 'your', 'cell', 'already']"
ham,happy new year to u too ,6,['happy new year to u too'],"[['happy', 'new', 'year', 'to', 'u', 'too']]","['happy', 'new', 'year', 'to', 'u', 'too']","['happi', 'new', 'year', 'to', 'u', 'too']","['happy', 'new', 'year', 'to', 'u', 'too']"
ham,hey great deal farm tour 9am to 5pm 95 pax 50 deposit by 16 may,14,['hey great deal farm tour 9am to 5pm 95 pax 50 deposit by 16 may'],"[['hey', 'great', 'deal', 'farm', 'tour', '9am', 'to', '5pm', '95', 'pax', '50', 'deposit', 'by', '16', 'may']]","['hey', 'great', 'deal', 'farm', 'tour', '9am', 'to', '5pm', '95', 'pax', '50', 'deposit', 'by', '16', 'may']","['hey', 'great', 'deal', 'farm', 'tour', '9am', 'to', '5pm', '95', 'pax', '50', 'deposit', 'by', '16', 'may']","['hey', 'great', 'deal', 'farm', 'tour', '9am', 'to', '5pm', '95', 'pax', '50', 'deposit', 'by', '16', 'may']"
ham,eat jap done oso aft ur lect wat got lect at 12 rite ,13,['eat jap done oso aft ur lect wat got lect at 12 rite'],"[['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'got', 'lect', 'at', '12', 'rite']]","['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'got', 'lect', 'at', '12', 'rite']","['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'got', 'lect', 'at', '12', 'rite']","['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'got', 'lect', 'at', '12', 'rite']"
ham,hey babe i saw you came online for a second and then you disappeared what happened ,16,['hey babe i saw you came online for a second and then you disappeared what happened'],"[['hey', 'babe', 'i', 'saw', 'you', 'came', 'online', 'for', 'a', 'second', 'and', 'then', 'you', 'disappeared', 'what', 'happened']]","['hey', 'babe', 'i', 'saw', 'you', 'came', 'online', 'for', 'a', 'second', 'and', 'then', 'you', 'disappeared', 'what', 'happened']","['hey', 'babe', 'i', 'saw', 'you', 'came', 'onlin', 'for', 'a', 'second', 'and', 'then', 'you', 'disappear', 'what', 'happen']","['hey', 'babe', 'i', 'saw', 'you', 'came', 'online', 'for', 'a', 'second', 'and', 'then', 'you', 'disappeared', 'what', 'happened']"
ham,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,34,['da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes'],"[['da', 'my', 'birthdate', 'in', 'certificate', 'is', 'in', 'april', 'but', 'real', 'date', 'is', 'today', 'but', 'dont', 'publish', 'it', 'i', 'shall', 'give', 'you', 'a', 'special', 'treat', 'if', 'you', 'keep', 'the', 'secret', 'any', 'way', 'thanks', 'for', 'the', 'wishes']]","['da', 'my', 'birthdate', 'in', 'certificate', 'is', 'in', 'april', 'but', 'real', 'date', 'is', 'today', 'but', 'dont', 'publish', 'it', 'i', 'shall', 'give', 'you', 'a', 'special', 'treat', 'if', 'you', 'keep', 'the', 'secret', 'any', 'way', 'thanks', 'for', 'the', 'wishes']","['da', 'my', 'birthdat', 'in', 'certif', 'is', 'in', 'april', 'but', 'real', 'date', 'is', 'today', 'but', 'dont', 'publish', 'it', 'i', 'shall', 'give', 'you', 'a', 'special', 'treat', 'if', 'you', 'keep', 'the', 'secret', 'ani', 'way', 'thank', 'for', 'the', 'wish']","['da', 'my', 'birthdate', 'in', 'certificate', 'is', 'in', 'april', 'but', 'real', 'date', 'is', 'today', 'but', 'dont', 'publish', 'it', 'i', 'shall', 'give', 'you', 'a', 'special', 'treat', 'if', 'you', 'keep', 'the', 'secret', 'any', 'way', 'thanks', 'for', 'the', 'wish']"
ham,happy birthday may all ur dreams come true ,8,['happy birthday may all ur dreams come true'],"[['happy', 'birthday', 'may', 'all', 'ur', 'dreams', 'come', 'true']]","['happy', 'birthday', 'may', 'all', 'ur', 'dreams', 'come', 'true']","['happi', 'birthday', 'may', 'all', 'ur', 'dream', 'come', 'true']","['happy', 'birthday', 'may', 'all', 'ur', 'dream', 'come', 'true']"
ham,aiyah u did ok already lar e nydc at wheellock ,10,['aiyah u did ok already lar e nydc at wheellock'],"[['aiyah', 'u', 'did', 'ok', 'already', 'lar', 'e', 'nydc', 'at', 'wheellock']]","['aiyah', 'u', 'did', 'ok', 'already', 'lar', 'e', 'nydc', 'at', 'wheellock']","['aiyah', 'u', 'did', 'ok', 'alreadi', 'lar', 'e', 'nydc', 'at', 'wheellock']","['aiyah', 'u', 'did', 'ok', 'already', 'lar', 'e', 'nydc', 'at', 'wheellock']"
ham,tell her i said eat shit ,6,['tell her i said eat shit'],"[['tell', 'her', 'i', 'said', 'eat', 'shit']]","['tell', 'her', 'i', 'said', 'eat', 'shit']","['tell', 'her', 'i', 'said', 'eat', 'shit']","['tell', 'her', 'i', 'said', 'eat', 'shit']"
ham,sure i am driving but will reach my destination soon ,10,['sure i am driving but will reach my destination soon'],"[['sure', 'i', 'am', 'driving', 'but', 'will', 'reach', 'my', 'destination', 'soon']]","['sure', 'i', 'am', 'driving', 'but', 'will', 'reach', 'my', 'destination', 'soon']","['sure', 'i', 'am', 'drive', 'but', 'will', 'reach', 'my', 'destin', 'soon']","['sure', 'i', 'am', 'driving', 'but', 'will', 'reach', 'my', 'destination', 'soon']"
ham,k so am i how much for an 8th fifty ,10,['k so am i how much for an 8th fifty'],"[['k', 'so', 'am', 'i', 'how', 'much', 'for', 'an', '8th', 'fifty']]","['k', 'so', 'am', 'i', 'how', 'much', 'for', 'an', '8th', 'fifty']","['k', 'so', 'am', 'i', 'how', 'much', 'for', 'an', '8th', 'fifti']","['k', 'so', 'am', 'i', 'how', 'much', 'for', 'an', '8th', 'fifty']"
ham,your daily text from me a favour this time,8,['your daily text from me a favour this time'],"[['your', 'daily', 'text', 'from', 'me', 'a', 'favour', 'this', 'time']]","['your', 'daily', 'text', 'from', 'me', 'a', 'favour', 'this', 'time']","['your', 'daili', 'text', 'from', 'me', 'a', 'favour', 'thi', 'time']","['your', 'daily', 'text', 'from', 'me', 'a', 'favour', 'this', 'time']"
ham,great to hear you are settling well so what s happenin wit ola ,13,['great to hear you are settling well so what s happenin wit ola'],"[['great', 'to', 'hear', 'you', 'are', 'settling', 'well', 'so', 'what', 's', 'happenin', 'wit', 'ola']]","['great', 'to', 'hear', 'you', 'are', 'settling', 'well', 'so', 'what', 's', 'happenin', 'wit', 'ola']","['great', 'to', 'hear', 'you', 'are', 'settl', 'well', 'so', 'what', 's', 'happenin', 'wit', 'ola']","['great', 'to', 'hear', 'you', 'are', 'settling', 'well', 'so', 'what', 's', 'happenin', 'wit', 'ola']"
ham,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,22,['those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one'],"[['those', 'cocksuckers', 'if', 'it', 'makes', 'you', 'feel', 'better', 'ipads', 'are', 'worthless', 'garbage', 'novelty', 'items', 'and', 'you', 'should', 'feel', 'bad', 'for', 'even', 'wanting', 'one']]","['those', 'cocksuckers', 'if', 'it', 'makes', 'you', 'feel', 'better', 'ipads', 'are', 'worthless', 'garbage', 'novelty', 'items', 'and', 'you', 'should', 'feel', 'bad', 'for', 'even', 'wanting', 'one']","['those', 'cocksuck', 'if', 'it', 'make', 'you', 'feel', 'better', 'ipad', 'are', 'worthless', 'garbag', 'novelti', 'item', 'and', 'you', 'should', 'feel', 'bad', 'for', 'even', 'want', 'one']","['those', 'cocksucker', 'if', 'it', 'make', 'you', 'feel', 'better', 'ipads', 'are', 'worthless', 'garbage', 'novelty', 'item', 'and', 'you', 'should', 'feel', 'bad', 'for', 'even', 'wanting', 'one']"
ham,i tot u reach liao he said t shirt ,9,['i tot u reach liao he said t shirt'],"[['i', 'tot', 'u', 'reach', 'liao', 'he', 'said', 't', 'shirt']]","['i', 'tot', 'u', 'reach', 'liao', 'he', 'said', 't', 'shirt']","['i', 'tot', 'u', 'reach', 'liao', 'he', 'said', 't', 'shirt']","['i', 'tot', 'u', 'reach', 'liao', 'he', 'said', 't', 'shirt']"
ham,fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p s this is my dads fone no credit,31,['fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p s this is my dads fone no credit'],"[['fran', 'i', 'decided', '2', 'go', 'n', 'e', 'way', 'im', 'completely', 'broke', 'an', 'knackered', 'i', 'got', 'up', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'p', 's', 'this', 'is', 'my', 'dads', 'fone', 'no', 'credit']]","['fran', 'i', 'decided', '2', 'go', 'n', 'e', 'way', 'im', 'completely', 'broke', 'an', 'knackered', 'i', 'got', 'up', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'p', 's', 'this', 'is', 'my', 'dads', 'fone', 'no', 'credit']","['fran', 'i', 'decid', '2', 'go', 'n', 'e', 'way', 'im', 'complet', 'broke', 'an', 'knacker', 'i', 'got', 'up', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'p', 's', 'thi', 'is', 'my', 'dad', 'fone', 'no', 'credit']","['fran', 'i', 'decided', '2', 'go', 'n', 'e', 'way', 'im', 'completely', 'broke', 'an', 'knackered', 'i', 'got', 'up', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'p', 's', 'this', 'is', 'my', 'dad', 'fone', 'no', 'credit']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,your right i ll make the appointment right now ,9,['your right i ll make the appointment right now'],"[['your', 'right', 'i', 'll', 'make', 'the', 'appointment', 'right', 'now']]","['your', 'right', 'i', 'll', 'make', 'the', 'appointment', 'right', 'now']","['your', 'right', 'i', 'll', 'make', 'the', 'appoint', 'right', 'now']","['your', 'right', 'i', 'll', 'make', 'the', 'appointment', 'right', 'now']"
ham,designation is software developer and may be she get chennai ,10,['designation is software developer and may be she get chennai'],"[['designation', 'is', 'software', 'developer', 'and', 'may', 'be', 'she', 'get', 'chennai']]","['designation', 'is', 'software', 'developer', 'and', 'may', 'be', 'she', 'get', 'chennai']","['design', 'is', 'softwar', 'develop', 'and', 'may', 'be', 'she', 'get', 'chennai']","['designation', 'is', 'software', 'developer', 'and', 'may', 'be', 'she', 'get', 'chennai']"
spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews get more fun from jamster co uk 16 only help call 09701213186,27,['enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews get more fun from jamster co uk 16 only help call 09701213186'],"[['enjoy', 'the', 'jamster', 'videosound', 'gold', 'club', 'with', 'your', 'credits', 'for', '2', 'new', 'videosounds', '2', 'logos', 'musicnews', 'get', 'more', 'fun', 'from', 'jamster', 'co', 'uk', '16', 'only', 'help', 'call', '09701213186']]","['enjoy', 'the', 'jamster', 'videosound', 'gold', 'club', 'with', 'your', 'credits', 'for', '2', 'new', 'videosounds', '2', 'logos', 'musicnews', 'get', 'more', 'fun', 'from', 'jamster', 'co', 'uk', '16', 'only', 'help', 'call', '09701213186']","['enjoy', 'the', 'jamster', 'videosound', 'gold', 'club', 'with', 'your', 'credit', 'for', '2', 'new', 'videosound', '2', 'logo', 'musicnew', 'get', 'more', 'fun', 'from', 'jamster', 'co', 'uk', '16', 'onli', 'help', 'call', '09701213186']","['enjoy', 'the', 'jamster', 'videosound', 'gold', 'club', 'with', 'your', 'credit', 'for', '2', 'new', 'videosounds', '2', 'logo', 'musicnews', 'get', 'more', 'fun', 'from', 'jamster', 'co', 'uk', '16', 'only', 'help', 'call', '09701213186']"
spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 www ringtones co uk the original n best tones 3gbp network operator rates apply,30,['get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 www ringtones co uk the original n best tones 3gbp network operator rates apply'],"[['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'or', 'lionp', '4', 'poly', '4', 'more', 'go', '2', 'www', 'ringtones', 'co', 'uk', 'the', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']]","['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'or', 'lionp', '4', 'poly', '4', 'more', 'go', '2', 'www', 'ringtones', 'co', 'uk', 'the', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']","['get', '3', 'lion', 'england', 'tone', 'repli', 'lionm', '4', 'mono', 'or', 'lionp', '4', 'poli', '4', 'more', 'go', '2', 'www', 'rington', 'co', 'uk', 'the', 'origin', 'n', 'best', 'tone', '3gbp', 'network', 'oper', 'rate', 'appli']","['get', '3', 'lion', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'or', 'lionp', '4', 'poly', '4', 'more', 'go', '2', 'www', 'ringtones', 'co', 'uk', 'the', 'original', 'n', 'best', 'tone', '3gbp', 'network', 'operator', 'rate', 'apply']"
